PDF Bestandsnaam,Domein,Vraag
2025II.txt,Erfelijkheid,Deze zijn onderverdeeld in verschillende geslacht en \ genera\
2025II.txt,Waarnemen,"In de stamboom is een aantal van deze geslachten te zien, waaronder ook het geslacht de driehoornkameleon behoort"
2025II.txt,Waarnemen,t is de voorouder van alle andere geslac
2025II.txt,Waarnemen,e voorouder van het geslacht en het geslacht leefde in de geologische periode Jura
2025II.txt,Onbekend,t is meer verwant met het geslacht dan met het geslacht
2025II.txt,Onbekend,"Schrijf de nummers , en onder elkaar"
2025II.txt,Onbekend,Noteer erachter of de bijbehorende uitspraak is
2025II.txt,Stofwisseling van de cel,lees verder Het nadeel van het gebruik van verse suikerbieten is
2025II.txt,Onbekend,dat deze niet het hele jaar beschikbaar zijn
2025II.txt,Onbekend,ulp kan suikerbietensap worden gebruik
2025II.txt,Erfelijkheid,"In tegenstelling tot pulp, is het sap lang houdbaar"
2025II.txt,Stofwisseling van de cel,"De productie van sap uit suikerbieten kost echter veel m eer energie, waardoor deze manier van ethanol pr"
2025II.txt,Onbekend,oductie minder duurzaam is
2025II.txt,Onbekend,Hieronder staan enkele waarden van de teelt en verwerking van suikerbieten
2025II.txt,Onbekend,"hanol , kg per kg sachariden uitstoot bij gebruik pulp per kg bio ethanol uitstoot bij gebruik sap per kg bio ethanol Bereken hoeveel kilogram bio ethanol kan worden geproduceerd met de suikerbietenopbrengst van n hectare"
2025II.txt,Waarnemen,Bereken hoeveel kilogram CO er minder vrijkomt per hectare aan suikerbieten door gebruik van pulp in plaats van sap
2025II.txt,Onbekend,Verklaar dat het gebruik van bio et hanol uit suikerbieten minder bijdraagt aan het versterkte broeikaseffect
2025II.txt,Onbekend,"lees verder Tenzij anders vermel , is er sprake van normale situaties en gezonde organismen"
2025II.txt,Onbekend,"Fallot Britt is zestien jaar en heeft de tetralogie van Fallot,"
2025II.txt,Erfelijkheid,ng is ze sneller moe dan haar leeftijdsgenoten
2025II.txt,Bloedsomloop,Ze heeft al twee hartoperaties gehad
2025II.txt,Bloedsomloop,De hartafwijking van Britt is al vroeg tijdens de embryonale ontwikkeling ontstaan
2025II.txt,Onbekend,Bij de tetralogie van Fallot is d
2025II.txt,Onbekend,Ook is er een opening tussen de linkerkamer en de rechterkamer
2025II.txt,Bloedsomloop,afbeelding In de tekst worden drie verschi llen genoemd ten opzichte van een normaal gebouwd hart
2025II.txt,Onbekend,In afbeelding is een vierde verschil zichtbaar
2025II.txt,Onbekend,Noteer dit vierde verschil
2025II.txt,Onbekend,"Toen Britt zes maanden oud was, heeft ze een operatie gehad"
2025II.txt,Onbekend,Bij deze operatie is
2025II.txt,Onbekend,r wijder gemaakt
2025II.txt,Bloedsomloop,De hartchirurg heeft toen de wand v
2025II.txt,Onbekend,"neden en opgevuld met een stukje kunststof weefsel \ een patch ,"
2025II.txt,Stofwisseling van de cel,Het nadeel van zo n operatie is
2025II.txt,Bloedsomloop,"meer volledig sluit, waardoor bloed kan terugstromen naar het hart"
2025II.txt,Waarnemen,Verklaar je antwoord
2025II.txt,Ademhaling,lees verder De ademhaling wordt automatisch geregeld door het adem centrum
2025II.txt,Zenuwstelsel en hormonen,De afbeelding hieronder is een leng tedoorsnede van de hersenen en een deel van het ruggenmerg
2025II.txt,Onbekend,Hierin zijn vers
2025II.txt,Onbekend,In welk deel vindt de automatisc he regeling van de ademhalin
2025II.txt,Waarnemen,automatische regeling door
2025II.txt,Onbekend,deel P deel T deel R Het project Partridge is een project van vijf Europese lande
2025II.txt,Onbekend,De patrijs kan hiervan profiteren
2025II.txt,Waarnemen,"chikte broedplaatsen snel af, waardoor het aantal patrijzen met % gedaald is"
2025II.txt,Onbekend,Onlangs heeft Britt haar tweede har toperatie gehad
2025II.txt,Onbekend,Britt is nu minder snel moe
2025II.txt,Bloedsomloop,lijk Welke afbeelding geeft de aansluit ing van de hart l
2025II.txt,Bloedsomloop,"omloop, en de stroomrichting van het bloed juist weer"
2025II.txt,Onbekend,lees verder De resultaten van het onderzoek staan in afbeelding
2025II.txt,Waarnemen,aar is de optimum waarde v oor stikstofbemesting van ronde zonnedauw
2025II.txt,Plantenfysiologie,Er is verband tussen de toegediende hoeveelheid stikstof en het aantal plantjes van ronde zonnedauw
2025II.txt,Waarnemen,rveen wordt veroorzaakt door een ver
2025II.txt,Onbekend,Noteer erachter of de bijbehorende conclus
2025II.txt,Onbekend,e getrokken mag worden op basis van het Zweedse onderzoek
2025II.txt,Waarnemen,"In veel natuurgebieden in Nederland staat op plaatsen waar eerst voornamelijk kleine zonnedauw groeide,"
2025II.txt,Waarnemen,nu vooral veenpluis
2025II.txt,Onbekend,Dit is het gevolg van de hogere stikstofconcentraties in die gebieden
2025II.txt,Waarnemen,"Veenpluis \ Eriophorum , afbeelding \ is een grassoort die maximaal cm hoog wordt"
2025II.txt,Onbekend,Beredeneer dat er bij hogere stikstof concentraties steeds meer veenpluis
2025II.txt,Onbekend,en steeds minder kleine zonnedauw aanwezig is
2025II.txt,Beweging,Ook hun botten en spieren zijn zwar t
2025II.txt,Waarnemen,Melanine wordt gepr oduceerd door pigmentcellen: de melanocyten
2025II.txt,Onbekend,Noteer erachter of de bijbehorende uitspraak Ayam cemani s en sv
2025II.txt,Erfelijkheid,"arth na s hebben dezelfde, uiterst compl xe, mutatie aan het EDN gen"
2025II.txt,Erfelijkheid,Verklaar dat het waarschijnlijk is dat de mutatie aan het EDN gen b
2025II.txt,Onbekend,ij de ayam cemani s en die bij de sva rth na s onafhankelijk van elkaar zijn ontstaan
2025II.txt,Onbekend,Rio is erg vermagerd
2025II.txt,Bloedsomloop,De dierenarts heeft de urine en het bloed v an Rio laten onderzoeke
2025II.txt,Uitscheiding,Daaruit bleek dat ze aan chronisch nierfalen lijdt
2025II.txt,Onbekend,Bij chronis
2025II.txt,Bloedsomloop,"h nierfalen is de nier functie sterk verminderd, waardoor afvalstoffen zich ophopen in het bloed"
2025II.txt,Uitscheiding,Katten met chronisch nierfalen drinken daardoor veel
2025II.txt,Bloedsomloop,De osmotische waarde van het bloed daa
2025II.txt,Bloedsomloop,De osmotische waarde van het bloed stijgt
2025II.txt,Onbekend,Wat is de volgorde v
2025II.txt,Onbekend,Noteer de bijb ehorende nummers in de juiste volgorde
2025II.txt,Uitscheiding,De dierenarts bepaalt bij het urine
2025II.txt,Onbekend,De dichtheid van water is ongeveer gram
2025II.txt,Onbekend,Een zoutoplossing heeft een hogere dic
2025II.txt,Uitscheiding,de dicht heid van de urine van katten lager is dan gram
2025II.txt,Uitscheiding,", zijn er mogelijk nierproblemen"
2025II.txt,Voeding en vertering,Vindt er in de nieren van Rio te veel of te weinig reabsorptie \ terugresorptie\ van water plaats
2025II.txt,Uitscheiding,reabsorptie hoeveelheid urine te veel meer te veel minder te weinig
2025II.txt,Bloedsomloop,meer te weinig minder In het bloed van Rio wordt een te hoog ureum gehalte gemeten
2025II.txt,Uitscheiding,Ureum wordt in de lever aangemaakt
2025II.txt,Onbekend,Noteer de bijbehorende nummers in de juiste volgorde
2025II.txt,Waarnemen,"ameleons die op Oahu leven, zijn kleurrijker dan de driehoornkameleons die in Kenia leven"
2025II.txt,Onbekend,"ameleons op Oahu, is de afwezigheid van predatoren"
2025II.txt,Onbekend,Er zullen echter ook andere factoren een rol gespeeld hebben
2025II.txt,Waarnemen,"Verklaar aan de hand van een andere biotische factor dan predatie, dat de driehoornkameleons ko nden overleven op Oahu"
2025II.txt,Ecologie,Verklaar aan de hand van een abiotische factor dat de
2025II.txt,Waarnemen,De driehoornkameleons uit Oahu en Kenia zijn geog
2025II.txt,Onbekend,rafisch gescheiden
2025II.txt,Waarnemen,"Toch is het waarschijnlijk dat zij nog steeds samen vruchtbare nakomelingen kunnen krijgen, en daarm ee tot dezelfde soort behoren"
2025II.txt,Waarnemen,Verklaar waarom het waarschijnlijk is dat de driehoornkameleons uit Oahu en Kenia ge v
2025II.txt,Waarnemen,olueerd zijn tot twee soorten
2025II.txt,Waarnemen,nkameleons op Oahu en in Kenia worden veroorzaakt door genetische verschillen
2025II.txt,Onbekend,In Kenia hebben de felgek
2025II.txt,Onbekend,Noteer erachter of de bijbehorende uitspraak of
2025II.txt,Waarnemen,an zijn voor het genetische verschil in
2025II.txt,Uitscheiding,De kleur van kameleons wordt bepaa ld door de rangschikking van verschillende moleculen in de ce llen van de huid en door stervormige cellen met zwart pigment
2025II.txt,Uitscheiding,"Het pigm ent in de stervormige cellen kan verspreid of geconcentreerd wor den, waardoor de huid donk"
2025II.txt,Onbekend,erder of lichter wordt
2025II.txt,Bloedsomloop,"Hiermee reguleert de ka meleon, die koudbloedig is, zijn lichaamstemperatuur"
2025II.txt,Onbekend,In de ochtend zijn kameleons d
2025II.txt,Waarnemen,"onkerder van kleur, waardoor ze sneller opwarmen"
2025II.txt,Waarnemen,lees verder Het broedsucces van de patrijs hangt vooral af van de beschutting en de hoeveelheid insecten in de direc
2025II.txt,Waarnemen,afbeelding Tot welk trofisch niveau behoort een pat rijskuiken
2025II.txt,Waarnemen,En tot welk trofisch niveau behoort een volwass
2025II.txt,Voeding en vertering,en patrijs alleen consument e orde alleen consument e orde alleen consument e orde consument e orde en hoger alleen consument e orde alleen consument e orde alleen consument e orde consument e orde en hoger consument e orde en hoger alleen consument e orde consument e orde en hoger consument e orde en hoger In de onderstaande tabel is te zien dat de voedingswaarde van insecten verschilt van de voedings
2025II.txt,Voeding en vertering,swaarde per edeelte energie koolhydraten vetten
2025II.txt,Onbekend,"ten insecten , , , Licht toe aan de hand van de tabel dat in"
2025II.txt,Waarnemen,secten het meest geschikt zijn als voedsel voor groeiende patrijskuikens
2025II.txt,Stofwisseling van de cel,lees verder Ademtherapie bij long covid Jean heeft maanden nadat hij c
2025II.txt,Ademhaling,Zijn huisarts vermoedt het post covidsyndroom \ long covid\
2025II.txt,Erfelijkheid,en zelftest om te zien of er bepaalde antigenen in zijn
2025II.txt,Erfelijkheid,Bij de PCR te st wordt onderzocht of in het
2025II.txt,Afweer,virus aanwezig zijn
2025II.txt,Onbekend,Wat wordt aangetoond bij de zel ftest
2025II.txt,Erfelijkheid,zelftest PCR test bepaald genetisch materiaal een bepaalde aminoz
2025II.txt,Erfelijkheid,uurvolgorde bepaald genetisch materiaal een bepaalde nucleotidenvo
2025II.txt,Voeding en vertering,de bepaalde eiwitten een bepaalde
2025II.txt,Voeding en vertering,uurvolgorde bepaalde eiwitten een bepaalde
2025II.txt,Stofwisseling van de cel,Kortademigheid kan ontstaan als de diffu siesnelheid van zuurstof van de lucht in de longblaasjes naar het bloed verandert
2025II.txt,Onbekend,kun je bepalen met de onderstaande formule
2025II.txt,Onbekend,"s meer slijm aanwezig is, verandert de diffusie afstand"
2025II.txt,Ademhaling,"Als er minder longblaasjes zijn, wordt een andere factor uit de formule kleiner"
2025II.txt,Waarnemen,Is de diffusie afstand \ \ door het extra slijm grot er of kleiner geworden
2025II.txt,Ademhaling,ctor is kleiner al s er minder longblaas
2025II.txt,Waarnemen,factor die kleiner is door extra
2025II.txt,Waarnemen,eit op akkers vergroot kan worden door het aanleggen van
2025II.txt,Waarnemen,"is een strook grond van tot centimeter hoog, met daarop een lage begroeiing van grassen en stru ikjes"
2025II.txt,Erfelijkheid,afbeelding Op de braakliggende grond kunnen
2025II.txt,Onbekend,Wat is de naam van de relati e tussen de patrijs en de mijt
2025II.txt,Erfelijkheid,commensalisme mutualisme parasitisme predatie De hypothese van de ecologen is: een keverbank vergroot de overlevingskans van patrijskuik
2025II.txt,Onbekend,Om dit te testen hebben een aantal akkerbouwers keverbanken aangelegd
2025II.txt,Onbekend,groter is dan op akkers zonder keverbank
2025II.txt,Waarnemen,Hierdoor is de kans op broedsucces van de patrijs er groter
2025II.txt,Erfelijkheid,"Om hun hypothese te testen, ke ken de ecologen naar een bepaald gedeelte van het diagram"
2025II.txt,Onbekend,Licht toe welk gedeelte
2025II.txt,Stofwisseling van de cel,"Nadat de eieren zijn uitgekomen, maakt Freek een stamboom van de ouders en de kuikens"
2025II.txt,Waarnemen,Voor het fokken zou het gunstig zijn als de haan homozygoot is voor de autosomaal o
2025II.txt,Erfelijkheid,Wat is de kans dat haan homozygoot is
2025II.txt,Waarnemen,Om uit te sluiten dat haan heterozygoot is voor de eigens
2025II.txt,Onbekend,"chap fibromelanose, kruist Freek hem met het lichtbruine hennetje"
2025II.txt,Erfelijkheid,Noteer de mogelijke fenotypen van de nakomelingen van deze kruising als haan Noteer de verhouding waarin de ze fenotypen dan aanwez
2025II.txt,Onbekend,Fokkers kruisen vaker broers en zussen onderling om
2025II.txt,Onbekend,Hierbij is de kans echter ook groot dat recessieve erfelijke
2025II.txt,Erfelijkheid,Verklaar hoe inteelt leidt tot er felijke afwijkingen b ij de nakomelin
2025II.txt,Stofwisseling van de cel,lees verder Groene energie nog groener Biobrandstoffen kunnen een duurzaam al ternatief zijn voor fossiele brandstoffen
2025II.txt,Waarnemen,"Doordat suikerbieten veel sacharose bevatten, zijn ze erg geschikt voor de productie van bio"
2025II.txt,Onbekend,De verse suikerbieten worden gewasse
2025II.txt,Onbekend,De pulp wordt
2025II.txt,Onbekend,verhit om micro organism en te doden
2025II.txt,Onbekend,"afgekoeld, wordt deze in een bioreactor gebracht waarin gistcellen aanwezig zijn"
2025II.txt,Onbekend,De gistcellen gaan dan ethanol pr
2025II.txt,Onbekend,Daarom worden bep
2025II.txt,Voeding en vertering,Geef de naam van een enzym dat voor dit doel kan worden Verklaar hoe toevoeging van dit enzym de ethanol
2025II.txt,Stofwisseling van de cel,Voor de productie van ethanol is het belangrijk dat er zuurstof ig is bij de gis
2025II.txt,Onbekend,Noteer de naam van het proces dat in deze gistcelle
2025II.txt,Stofwisseling van de cel,n optreedt waardoor Als er zuurstof aanwez
2025II.txt,Onbekend,re eindproducten ontstaan in de gistcellen
2025II.txt,Onbekend,Geef de namen van de eindpro
2025II.txt,Stofwisseling van de cel,en die ontstaan bij het proces dat plaatsvindt als zuurstof aanwezig is
2025II.txt,Erfelijkheid,Stefan Hol stelde het volgende model op om deze uitstoot per kilogram suik erbiet te kunnen ber
2025II.txt,Onbekend,Stefan Hol gebruikte in zijn ber
2025II.txt,Erfelijkheid,gen gemiddelde waarden en ging uit van de situatie zoals die in
2025II.txt,Uitscheiding,Geef een manier waar op akkerbouwers bij de t eelt van suikerbieten de uitstoot per kilogram su ikerbiet kunnen verminderen
